status,accident_index,accident_year,accident_reference,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
Unvalidated,2021622100123,2021,622100123,2,3,2,1,6,2,3,0,0,2,0,0,9,1,4
Unvalidated,2021622100124,2021,622100124,2,2,1,1,32,6,3,0,0,0,0,0,1,1,2
Unvalidated,2021622100125,2021,622100125,1,1,2,1,27,6,3,0,0,1,0,0,9,1,2
Unvalidated,2021622100126,2021,622100126,1,1,1,1,40,7,3,0,0,0,0,0,9,1,-1
Unvalidated,2021622100127,2021,622100127,1,1,1,1,19,4,3,0,0,0,0,0,9,1,2
Unvalidated,2021622100128,2021,622100128,3,3,1,1,26,6,3,0,0,0,0,0,9,1,6
Unvalidated,2021622100129,2021,622100129,1,1,1,1,65,9,3,0,0,0,0,0,9,1,3
Unvalidated,2021622100130,2021,622100130,1,1,1,1,39,7,3,0,0,0,0,0,19,1,3
Unvalidated,2021622100131,2021,622100131,1,1,1,1,29,6,3,0,0,0,0,0,1,1,1
Unvalidated,2021622100133,2021,622100133,1,1,1,1,41,7,3,0,0,0,0,0,9,2,4
Unvalidated,2021622100133,2021,622100133,2,3,2,2,59,9,3,0,0,1,0,0,9,2,6
Unvalidated,2021622100134,2021,622100134,2,2,1,1,30,6,3,0,0,0,0,0,9,1,1
Unvalidated,2021622100134,2021,622100134,4,4,1,1,57,9,3,0,0,0,0,0,19,1,2
Unvalidated,2021622100135,2021,622100135,2,2,1,2,22,5,3,0,0,0,0,0,9,1,9
Unvalidated,2021622100135,2021,622100135,2,3,2,2,22,5,3,0,0,1,0,0,9,1,9
Unvalidated,2021622100136,2021,622100136,1,1,1,1,84,11,1,0,0,0,0,0,9,1,8
Unvalidated,2021471060830,2021,471060830,1,1,3,1,29,6,3,5,1,0,0,0,0,1,6
Unvalidated,2021471060843,2021,471060843,2,1,1,2,50,8,3,0,0,0,0,0,9,1,3
Unvalidated,2021471060843,2021,471060843,2,2,2,2,16,4,3,0,0,1,0,0,9,1,3
Unvalidated,2021471060843,2021,471060843,2,3,2,2,12,3,3,0,0,2,0,0,9,1,3
Unvalidated,2021471060847,2021,471060847,2,1,1,1,11,3,2,0,0,0,0,0,1,1,3
Unvalidated,2021471060849,2021,471060849,2,1,1,1,22,5,3,0,0,0,0,0,1,1,5
Unvalidated,2021471060850,2021,471060850,1,1,1,1,24,5,2,0,0,0,0,0,1,1,1
Unvalidated,2021471060853,2021,471060853,1,1,1,1,42,7,3,0,0,0,0,0,9,1,3
Unvalidated,2021471060857,2021,471060857,1,1,1,1,20,4,3,0,0,0,0,0,9,1,5
Unvalidated,2021471060858,2021,471060858,1,1,1,1,31,6,3,0,0,0,0,0,3,1,5
Unvalidated,2021471060870,2021,471060870,1,1,1,1,61,9,3,0,0,0,0,0,9,1,9
Unvalidated,2021471060922,2021,471060922,1,1,1,2,26,6,3,0,0,0,0,0,9,3,4
Unvalidated,2021471060922,2021,471060922,2,2,1,1,49,8,3,0,0,0,0,0,9,1,9
Unvalidated,2021471060931,2021,471060931,2,1,1,2,75,10,3,0,0,0,0,0,9,1,5
Unvalidated,2021471060932,2021,471060932,1,1,1,1,25,5,2,0,0,0,0,0,97,1,6
Unvalidated,2021471060961,2021,471060961,1,1,1,1,23,5,3,0,0,0,0,0,9,1,8
Unvalidated,2021471060963,2021,471060963,2,1,1,1,47,8,3,0,0,0,0,0,9,1,2
Unvalidated,2021471060980,2021,471060980,1,2,1,2,61,9,3,0,0,0,0,0,9,3,5
Unvalidated,2021471060980,2021,471060980,2,1,1,1,33,6,3,0,0,0,0,0,9,2,5
Unvalidated,2021471061028,2021,471061028,1,1,3,1,35,6,3,5,9,0,0,2,0,1,3
Unvalidated,2021471061033,2021,471061033,1,1,1,2,27,6,3,0,0,0,0,0,9,1,9
Unvalidated,2021471061033,2021,471061033,1,2,2,1,16,4,3,0,0,1,0,0,9,1,2
Unvalidated,2021471061041,2021,471061041,1,1,1,1,27,6,3,0,0,0,0,0,9,1,4
Unvalidated,2021471061041,2021,471061041,1,2,2,1,36,7,2,0,0,1,0,0,9,1,10
Unvalidated,2021471061330,2021,471061330,2,1,1,1,26,6,3,0,0,0,0,0,1,1,6
Unvalidated,2021471061373,2021,471061373,2,1,1,1,50,8,3,0,0,0,0,0,5,1,10
Unvalidated,2021471061425,2021,471061425,2,1,1,1,57,9,2,0,0,0,0,0,3,1,4
Unvalidated,2021471061482,2021,471061482,1,1,1,2,27,6,3,0,0,0,0,0,3,1,3
Unvalidated,2021471061486,2021,471061486,2,1,1,1,56,9,2,0,0,0,0,0,1,1,6
Unvalidated,2021471061489,2021,471061489,2,1,1,2,56,9,2,0,0,0,0,0,1,1,9
Unvalidated,2021471061490,2021,471061490,2,1,1,1,25,5,2,0,0,0,0,0,1,3,7
Unvalidated,2021471061599,2021,471061599,1,1,3,2,12,3,3,5,1,0,0,0,0,1,6
Unvalidated,2021471061836,2021,471061836,2,1,1,1,33,6,2,0,0,0,0,0,97,1,2
Unvalidated,2021471062202,2021,471062202,1,1,3,1,35,6,3,6,9,0,0,0,0,1,4
Unvalidated,2021471062210,2021,471062210,2,1,1,2,46,8,3,0,0,0,0,0,9,3,9
Unvalidated,2021471062478,2021,471062478,1,1,1,1,62,9,2,0,0,0,0,0,1,1,9
Unvalidated,2021471062485,2021,471062485,2,1,1,2,55,8,2,0,0,0,0,0,1,1,6
Unvalidated,2021471063175,2021,471063175,2,1,1,1,18,4,2,0,0,0,0,0,2,1,6
Unvalidated,2021471063196,2021,471063196,2,1,1,1,25,5,2,0,0,0,0,0,9,1,1
Unvalidated,2021471063196,2021,471063196,2,2,2,2,27,6,3,0,0,1,0,0,9,1,1
Unvalidated,2021471067731,2021,471067731,1,1,3,1,49,8,3,9,6,0,0,0,0,1,4
Unvalidated,2021471073851,2021,471073851,2,1,1,2,37,7,2,0,0,0,0,0,1,1,7
Unvalidated,2021471091168,2021,471091168,1,1,3,1,45,7,2,8,1,0,0,0,0,1,3
Unvalidated,2021481026736,2021,481026736,2,1,1,1,23,5,2,0,0,0,0,0,3,1,2
Unvalidated,2021481026765,2021,481026765,2,1,1,1,28,6,2,0,0,0,0,0,1,1,2
Unvalidated,2021481037527,2021,481037527,2,1,1,1,28,6,3,0,0,0,0,0,4,1,7
Unvalidated,2021481037540,2021,481037540,1,1,3,2,34,6,3,6,9,0,0,0,0,1,2
Unvalidated,2021481037673,2021,481037673,2,1,1,1,35,6,3,0,0,0,0,0,1,-1,-1
Unvalidated,2021622100136,2021,622100136,2,2,1,1,39,7,3,0,0,0,0,0,9,1,7
Unvalidated,2021622100137,2021,622100137,1,1,1,2,30,6,2,0,0,0,0,0,9,1,1
Unvalidated,2021622100138,2021,622100138,1,1,1,2,53,8,3,0,0,0,0,0,9,1,3
Unvalidated,2021622100138,2021,622100138,1,2,2,1,47,8,3,0,0,1,0,0,9,1,2
Unvalidated,2021622100139,2021,622100139,1,1,3,1,17,4,3,5,1,0,0,0,0,1,5
Unvalidated,2021622100140,2021,622100140,1,1,1,1,19,4,3,0,0,0,0,0,9,1,4
Unvalidated,2021622100141,2021,622100141,1,1,1,1,83,11,3,0,0,0,0,0,9,1,10
Unvalidated,2021622100141,2021,622100141,1,2,2,2,80,11,3,0,0,1,0,0,9,1,10
Unvalidated,2021622100142,2021,622100142,2,2,1,2,28,6,3,0,0,0,0,0,9,1,1
Unvalidated,2021622100142,2021,622100142,2,3,2,1,32,6,3,0,0,1,0,0,9,1,7
Unvalidated,2021622100143,2021,622100143,1,1,1,1,65,9,3,0,0,0,0,0,5,1,2
Unvalidated,2021622100143,2021,622100143,2,2,1,1,63,9,3,0,0,0,0,0,1,1,9
Unvalidated,2021622100144,2021,622100144,1,1,1,1,47,8,3,0,0,0,0,0,9,1,4
Unvalidated,2021622100146,2021,622100146,2,1,1,1,20,4,3,0,0,0,0,0,1,1,6
Unvalidated,2021622100147,2021,622100147,2,2,1,2,36,7,3,0,0,0,0,0,9,1,4
Unvalidated,2021622100148,2021,622100148,1,1,1,2,52,8,3,0,0,0,0,0,9,2,5
Unvalidated,2021622100148,2021,622100148,2,2,1,2,48,8,3,0,0,0,0,0,9,3,4
Unvalidated,2021622100148,2021,622100148,2,3,2,1,43,7,3,0,0,1,0,0,9,3,4
Unvalidated,2021622100149,2021,622100149,1,1,1,2,27,6,3,0,0,0,0,0,9,3,7
Unvalidated,2021622100150,2021,622100150,1,1,1,1,77,11,3,0,0,0,0,0,9,1,2
Unvalidated,2021622100151,2021,622100151,1,1,3,2,27,6,3,5,1,0,0,0,0,1,3
Unvalidated,2021622100152,2021,622100152,2,2,1,1,23,5,3,0,0,0,0,0,90,1,2
Unvalidated,2021622100152,2021,622100152,2,3,2,1,9,2,3,0,0,0,0,0,90,1,3
Unvalidated,2021622100152,2021,622100152,2,4,2,1,12,3,3,0,0,0,0,0,90,3,6
Unvalidated,2021622100153,2021,622100153,1,1,3,1,30,6,2,9,5,0,0,0,0,1,3
Unvalidated,2021622100154,2021,622100154,2,2,1,1,58,9,3,0,0,0,0,0,4,1,9
Unvalidated,2021622100155,2021,622100155,1,1,3,2,12,3,3,1,3,0,0,0,0,1,1
Unvalidated,2021622100156,2021,622100156,2,2,1,2,40,7,3,0,0,0,0,0,9,1,4
Unvalidated,2021622100156,2021,622100156,2,3,2,2,24,5,3,0,0,1,0,0,9,1,5
Unvalidated,2021622100157,2021,622100157,2,1,1,1,64,9,3,0,0,0,0,0,1,1,2
Unvalidated,2021622100158,2021,622100158,2,3,2,1,40,7,3,0,0,1,0,0,9,1,1
Unvalidated,2021622100159,2021,622100159,1,1,3,1,89,11,3,9,5,0,0,0,0,1,10
Unvalidated,2021622100160,2021,622100160,2,2,1,1,33,6,3,0,0,0,0,0,9,1,4
Unvalidated,2021622100161,2021,622100161,1,1,1,2,45,7,3,0,0,0,0,0,9,2,6
Unvalidated,2021622100162,2021,622100162,2,1,1,1,32,6,3,0,0,0,0,0,5,1,2
Unvalidated,2021622100163,2021,622100163,1,1,3,1,12,3,3,5,1,0,0,0,0,1,2
Unvalidated,2021622100165,2021,622100165,2,2,1,1,16,4,3,0,0,0,0,0,1,1,6
Unvalidated,2021622100166,2021,622100166,2,2,1,1,52,8,3,0,0,0,0,0,9,1,4
Unvalidated,2021622100167,2021,622100167,1,1,1,1,31,6,3,0,0,0,0,0,19,1,3
Unvalidated,2021622100169,2021,622100169,2,2,1,1,34,6,3,0,0,0,0,0,9,1,1
Unvalidated,2021622100170,2021,622100170,1,1,3,2,70,10,2,5,3,0,0,0,0,1,4
Unvalidated,2021622100171,2021,622100171,1,1,1,1,19,4,3,0,0,0,0,0,9,1,3
Unvalidated,2021622100173,2021,622100173,2,2,1,1,39,7,3,0,0,0,0,0,1,1,7
Unvalidated,2021622100174,2021,622100174,1,1,1,1,18,4,3,0,0,0,0,0,9,1,6
Unvalidated,2021622100174,2021,622100174,1,2,2,1,17,4,3,0,0,2,0,0,9,1,1
Unvalidated,2021622100174,2021,622100174,1,4,2,1,17,4,2,0,0,2,0,0,9,1,3
Unvalidated,2021622100176,2021,622100176,1,1,1,1,26,6,2,0,0,0,0,0,9,1,5
Unvalidated,2021622100177,2021,622100177,1,1,1,1,27,6,3,0,0,0,0,0,9,1,8
Unvalidated,2021481037684,2021,481037684,1,1,1,1,43,7,2,0,0,0,0,0,1,1,5
Unvalidated,2021481038405,2021,481038405,2,1,1,1,27,6,2,0,0,0,0,0,1,1,8
Unvalidated,2021481038419,2021,481038419,1,1,3,1,48,8,3,4,3,0,0,0,0,1,10
Unvalidated,2021481047511,2021,481047511,1,1,2,1,52,8,3,0,0,0,3,0,11,1,1
Unvalidated,2021481047516,2021,481047516,2,1,1,1,33,6,3,0,0,0,0,0,1,-1,-1
Unvalidated,2021481047532,2021,481047532,2,1,1,1,34,6,3,0,0,0,0,0,1,1,6
Unvalidated,2021481047540,2021,481047540,2,1,1,1,32,6,3,0,0,0,0,0,1,1,3
Unvalidated,2021481047570,2021,481047570,2,1,1,1,23,5,3,0,0,0,0,0,1,-1,-1
Unvalidated,2021481048240,2021,481048240,2,1,1,1,7,2,3,0,0,0,0,0,1,1,6
Unvalidated,2021481048279,2021,481048279,1,1,1,2,24,5,2,0,0,0,0,0,1,1,4
Unvalidated,2021481048783,2021,481048783,2,1,1,1,40,7,3,0,0,0,0,0,3,-1,-1
Unvalidated,2021481048802,2021,481048802,2,1,1,1,30,6,3,0,0,0,0,0,1,-1,-1
Unvalidated,2021481049240,2021,481049240,1,1,3,1,78,11,2,1,1,0,0,0,0,1,4
Unvalidated,2021481052176,2021,481052176,2,1,1,2,41,7,3,0,0,0,0,0,1,-1,-1
Unvalidated,2021481052187,2021,481052187,1,1,1,1,47,8,3,0,0,0,0,0,9,1,4
Unvalidated,2021481054853,2021,481054853,2,1,1,2,32,6,3,0,0,0,0,0,3,1,6
Unvalidated,2021481054860,2021,481054860,2,1,1,1,25,5,3,0,0,0,0,0,1,1,5
Unvalidated,2021481056816,2021,481056816,2,1,1,2,30,6,3,0,0,0,0,0,3,-1,-1
Unvalidated,2021481056831,2021,481056831,2,1,1,1,28,6,3,0,0,0,0,0,3,-1,-1
Unvalidated,2021481057092,2021,481057092,1,1,1,1,27,6,3,0,0,0,0,0,1,-1,-1
Unvalidated,2021481066453,2021,481066453,2,1,1,1,26,6,3,0,0,0,0,0,3,1,4
Unvalidated,2021481066461,2021,481066461,2,1,1,1,35,6,2,0,0,0,0,0,1,-1,-1
Unvalidated,2021481066480,2021,481066480,2,1,1,1,27,6,3,0,0,0,0,0,1,1,6
Unvalidated,2021481066515,2021,481066515,1,1,2,1,40,7,3,0,0,0,4,0,11,-1,-1
Unvalidated,2021481066526,2021,481066526,1,1,3,2,60,9,3,1,1,0,0,0,0,1,1
Unvalidated,2021481066558,2021,481066558,2,1,1,1,36,7,3,0,0,0,0,0,1,1,2
Unvalidated,2021481066560,2021,481066560,2,1,1,1,31,6,3,0,0,0,0,0,1,1,4
Unvalidated,2021481066572,2021,481066572,1,1,1,1,31,6,2,0,0,0,0,0,1,-1,-1
Unvalidated,2021481066572,2021,481066572,1,2,3,1,47,8,3,5,1,0,0,0,0,-1,-1
Unvalidated,2021481066737,2021,481066737,2,1,1,1,42,7,3,0,0,0,0,0,90,1,5
Unvalidated,2021481066779,2021,481066779,1,1,3,1,38,7,3,6,9,0,0,0,0,1,4
Unvalidated,2021481066808,2021,481066808,2,1,1,1,24,5,3,0,0,0,0,0,1,1,5
Unvalidated,2021481066827,2021,481066827,2,1,1,1,50,8,2,0,0,0,0,0,1,1,8
Unvalidated,2021481070395,2021,481070395,2,1,1,1,47,8,3,0,0,0,0,0,1,-1,-1
Unvalidated,2021481082288,2021,481082288,2,1,1,1,71,10,3,0,0,0,0,0,3,-1,-1
Unvalidated,2021481092282,2021,481092282,2,1,1,1,41,7,3,0,0,0,0,0,3,1,2
Unvalidated,2021481092289,2021,481092289,1,1,3,2,35,6,3,1,1,0,0,0,0,1,8
Unvalidated,2021481092297,2021,481092297,2,1,1,1,34,6,2,0,0,0,0,0,1,1,3
Unvalidated,2021501013459,2021,501013459,2,1,1,1,27,6,2,0,0,0,0,0,1,1,4
Unvalidated,2021501013470,2021,501013470,1,1,1,1,34,6,2,0,0,0,0,0,9,2,4
Unvalidated,2021501013470,2021,501013470,1,2,2,1,34,6,2,0,0,1,0,0,9,1,7
Unvalidated,2021501014090,2021,501014090,2,1,1,1,16,4,2,0,0,0,0,0,2,1,9
Unvalidated,2021501015504,2021,501015504,1,1,1,1,35,6,3,0,0,0,0,0,9,3,9
Unvalidated,2021501015504,2021,501015504,1,2,2,1,25,5,3,0,0,1,0,0,9,1,4
Unvalidated,2021501015504,2021,501015504,1,3,2,2,25,5,2,0,0,2,0,0,9,1,4
Unvalidated,2021501015550,2021,501015550,1,1,2,1,14,3,3,0,0,1,0,0,9,1,1
Unvalidated,2021501015826,2021,501015826,1,1,1,2,76,11,3,0,0,0,0,0,9,1,7
Unvalidated,2021501015826,2021,501015826,2,3,1,1,-1,-1,3,0,0,0,0,0,9,-1,-1
Unvalidated,2021501015826,2021,501015826,2,4,2,1,-1,-1,3,0,0,1,0,0,9,-1,-1
Unvalidated,2021501015826,2021,501015826,3,5,1,1,51,8,3,0,0,0,0,0,9,3,6
Unvalidated,2021501015826,2021,501015826,4,2,1,2,58,9,3,0,0,0,0,0,9,1,4
Unvalidated,2021501015832,2021,501015832,2,1,1,1,23,5,3,0,0,0,0,0,9,1,5
Unvalidated,2021501015866,2021,501015866,1,1,2,1,57,9,3,0,0,2,0,0,9,1,4
Unvalidated,2021501015866,2021,501015866,1,2,2,2,37,7,3,0,0,1,0,0,9,1,4
Unvalidated,2021501015866,2021,501015866,1,3,2,1,34,6,3,0,0,2,0,0,9,-1,-1
Unvalidated,2021501015951,2021,501015951,2,1,1,1,52,8,3,0,0,0,0,0,1,3,5
Unvalidated,2021501015985,2021,501015985,2,1,1,1,29,6,3,0,0,0,0,0,3,1,1
Unvalidated,2021501015997,2021,501015997,1,1,1,2,34,6,3,0,0,0,0,0,9,3,4
Unvalidated,2021501016015,2021,501016015,2,1,1,1,53,8,2,0,0,0,0,0,21,1,2
Unvalidated,2021501016036,2021,501016036,2,1,1,1,17,4,3,0,0,0,0,0,3,1,6
Unvalidated,2021501016135,2021,501016135,1,1,1,1,50,8,3,0,0,0,0,0,9,1,5
Unvalidated,2021501016135,2021,501016135,1,2,2,1,12,3,3,0,0,2,0,0,9,1,5
Unvalidated,2021501016135,2021,501016135,2,3,2,1,10,2,3,0,0,1,0,0,9,2,9
Unvalidated,2021501016137,2021,501016137,1,1,1,1,29,6,3,0,0,0,0,0,5,1,3
Unvalidated,2021501016142,2021,501016142,2,1,1,1,35,6,3,0,0,0,0,0,1,3,3
Unvalidated,2021501016158,2021,501016158,2,1,1,2,22,5,3,0,0,0,0,0,9,3,7
Unvalidated,2021501016284,2021,501016284,2,1,1,2,46,8,3,0,0,0,0,0,9,1,3
Unvalidated,2021501016298,2021,501016298,1,1,1,1,50,8,3,0,0,0,0,0,19,1,1
Unvalidated,2021501016298,2021,501016298,2,2,1,1,19,4,3,0,0,0,0,0,9,1,4
Unvalidated,2021501016605,2021,501016605,2,1,1,2,40,7,3,0,0,0,0,0,1,2,3
Unvalidated,2021501016621,2021,501016621,2,1,1,2,48,8,3,0,0,0,0,0,9,1,3
Unvalidated,2021501016636,2021,501016636,2,1,1,1,20,4,3,0,0,0,0,0,3,3,7
Unvalidated,2021501016655,2021,501016655,1,1,1,1,27,6,3,0,0,0,0,0,9,1,6
Unvalidated,2021501016771,2021,501016771,1,1,1,1,29,6,2,0,0,0,0,0,9,1,5
Unvalidated,2021501016771,2021,501016771,1,3,2,1,22,5,2,0,0,1,0,0,9,1,6
Unvalidated,2021501016771,2021,501016771,1,4,2,1,30,6,3,0,0,2,0,0,9,1,2
Unvalidated,2021501016771,2021,501016771,2,2,1,1,51,8,2,0,0,0,0,0,5,2,5
Unvalidated,2021501016820,2021,501016820,1,1,1,1,46,8,3,0,0,0,0,0,9,1,8
Unvalidated,2021501016820,2021,501016820,1,2,2,2,3,1,3,0,0,2,0,0,9,1,8
Unvalidated,2021501016912,2021,501016912,2,1,1,2,56,9,2,0,0,0,0,0,1,2,7
Unvalidated,2021501016919,2021,501016919,1,1,1,1,41,7,2,0,0,0,0,0,3,1,1
Unvalidated,2021501016922,2021,501016922,1,1,1,1,22,5,3,0,0,0,0,0,9,1,3
Unvalidated,2021501016926,2021,501016926,1,1,1,1,26,6,3,0,0,0,0,0,9,1,4
Unvalidated,2021501016931,2021,501016931,1,1,1,1,25,5,3,0,0,0,0,0,9,3,5
Unvalidated,2021501016935,2021,501016935,1,1,1,1,19,4,3,0,0,0,0,0,9,3,9
Unvalidated,2021501016943,2021,501016943,1,1,1,2,21,5,3,0,0,0,0,0,9,3,3
Unvalidated,2021501017102,2021,501017102,1,1,1,1,61,9,3,0,0,0,0,0,9,3,4
Unvalidated,2021501017117,2021,501017117,1,1,3,1,49,8,3,9,5,0,0,0,0,1,1
Unvalidated,2021501017119,2021,501017119,2,1,1,1,51,8,3,0,0,0,0,0,1,1,6
Unvalidated,2021501017128,2021,501017128,2,1,1,1,32,6,3,0,0,0,0,0,19,1,10
Unvalidated,2021501017185,2021,501017185,2,1,1,2,46,8,3,0,0,0,0,0,9,1,3
Unvalidated,2021501017200,2021,501017200,1,1,3,2,23,5,3,9,8,0,0,0,0,1,4
Unvalidated,2021501017203,2021,501017203,1,1,1,1,41,7,3,0,0,0,0,0,19,1,3
Unvalidated,2021501017205,2021,501017205,1,1,1,2,29,6,3,0,0,0,0,0,9,3,4
Unvalidated,2021501017208,2021,501017208,1,1,3,1,-1,-1,3,9,9,0,0,0,0,1,2
Unvalidated,2021501017209,2021,501017209,1,1,1,1,43,7,3,0,0,0,0,0,3,1,2
Unvalidated,2021501017211,2021,501017211,1,1,1,2,84,11,3,0,0,0,0,0,9,2,4
Unvalidated,2021501017213,2021,501017213,1,1,1,1,24,5,3,0,0,0,0,0,3,1,1
Unvalidated,2021501017220,2021,501017220,1,1,3,2,77,11,2,1,9,0,0,0,0,1,2
Unvalidated,2021501017224,2021,501017224,2,1,1,1,46,8,3,0,0,0,0,0,4,3,3
Unvalidated,2021501017225,2021,501017225,1,1,1,1,44,7,3,0,0,0,0,0,9,1,1
Unvalidated,2021501017230,2021,501017230,1,1,3,2,34,6,3,5,3,0,0,0,0,1,6
Unvalidated,2021501017234,2021,501017234,1,1,1,1,78,11,3,0,0,0,0,0,9,1,2
Unvalidated,2021501017236,2021,501017236,1,1,1,1,19,4,3,0,0,0,0,0,9,3,4
Unvalidated,2021501017237,2021,501017237,1,1,1,1,21,5,2,0,0,0,0,0,9,3,5
Unvalidated,2021501017427,2021,501017427,1,1,3,1,52,8,3,9,7,0,0,0,0,2,7
Unvalidated,2021501017485,2021,501017485,1,1,1,1,51,8,3,0,0,0,0,0,20,3,5
Unvalidated,2021501017487,2021,501017487,1,1,1,2,64,9,3,0,0,0,0,0,9,1,8
Unvalidated,2021501017507,2021,501017507,1,1,1,2,27,6,3,0,0,0,0,0,9,1,4
Unvalidated,2021501017518,2021,501017518,1,1,1,1,69,10,3,0,0,0,0,0,9,3,5
Unvalidated,2021501017520,2021,501017520,1,1,1,2,28,6,3,0,0,0,0,0,1,1,5
Unvalidated,2021501017521,2021,501017521,1,1,1,2,35,6,3,0,0,0,0,0,9,1,2
Unvalidated,2021501017521,2021,501017521,2,2,1,2,49,8,3,0,0,0,0,0,9,1,4
Unvalidated,2021501017530,2021,501017530,1,1,1,1,27,6,3,0,0,0,0,0,9,3,4
Unvalidated,2021501017566,2021,501017566,2,1,1,1,35,6,3,0,0,0,0,0,9,1,2
Unvalidated,2021501017566,2021,501017566,2,2,2,2,-1,-1,3,0,0,1,0,0,9,1,2
Unvalidated,2021501017641,2021,501017641,1,1,3,1,71,10,2,5,1,0,0,0,0,1,5
Unvalidated,2021501017671,2021,501017671,1,1,1,1,39,7,2,0,0,0,0,0,9,1,4
Unvalidated,2021501017688,2021,501017688,2,1,1,2,25,5,3,0,0,0,0,0,1,1,8
Unvalidated,2021501017695,2021,501017695,1,1,1,1,34,6,3,0,0,0,0,0,3,3,5
Unvalidated,2021501017734,2021,501017734,2,1,1,2,41,7,3,0,0,0,0,0,9,1,8
Unvalidated,2021501017943,2021,501017943,2,1,1,1,20,4,3,0,0,0,0,0,3,2,10
Unvalidated,2021501017983,2021,501017983,1,1,1,2,35,6,3,0,0,0,0,0,9,1,4
Unvalidated,2021501017983,2021,501017983,1,2,2,2,8,2,3,0,0,2,0,0,9,1,4
Unvalidated,2021501017992,2021,501017992,1,1,1,1,18,4,2,0,0,0,0,0,5,1,9
Unvalidated,2021501018269,2021,501018269,1,1,1,1,86,11,3,0,0,0,0,0,9,3,5
Unvalidated,2021501018279,2021,501018279,1,1,1,2,45,7,3,0,0,0,0,0,19,1,1
Unvalidated,2021501018279,2021,501018279,2,2,1,1,80,11,3,0,0,0,0,0,9,1,6
Unvalidated,2021501018279,2021,501018279,2,3,2,2,80,11,3,0,0,1,0,0,9,1,6
Unvalidated,2021501018295,2021,501018295,2,1,1,1,50,8,2,0,0,0,0,0,3,1,5
Unvalidated,2021501018302,2021,501018302,1,1,1,1,42,7,3,0,0,0,0,0,9,3,5
Unvalidated,2021501018311,2021,501018311,1,1,1,1,32,6,3,0,0,0,0,0,9,1,2
Unvalidated,2021501018322,2021,501018322,1,1,1,2,24,5,3,0,0,0,0,0,9,1,2
Unvalidated,2021501018382,2021,501018382,2,1,1,1,26,6,3,0,0,0,0,0,3,3,4
Unvalidated,2021501018389,2021,501018389,2,1,1,1,76,11,3,0,0,0,0,0,9,3,5
Unvalidated,2021501018418,2021,501018418,1,1,1,2,56,9,3,0,0,0,0,0,9,2,7
Unvalidated,2021501018461,2021,501018461,1,1,3,1,16,4,3,5,1,0,0,0,0,2,4
Unvalidated,2021501018466,2021,501018466,2,1,1,1,62,9,3,0,0,0,0,0,9,1,9
Unvalidated,2021501018466,2021,501018466,2,2,3,1,13,3,3,1,1,0,0,0,0,1,3
Unvalidated,2021501018488,2021,501018488,1,1,1,2,48,8,3,0,0,0,0,0,9,2,5
Unvalidated,2021501018493,2021,501018493,1,1,1,1,63,9,3,0,0,0,0,0,9,1,9
Unvalidated,2021501018571,2021,501018571,2,1,1,2,44,7,3,0,0,0,0,0,9,2,5
Unvalidated,2021501018571,2021,501018571,2,2,2,1,52,8,3,0,0,2,0,0,9,2,5
Unvalidated,2021501018575,2021,501018575,1,1,1,1,39,7,3,0,0,0,0,0,9,1,3
Unvalidated,2021501018575,2021,501018575,2,2,1,1,40,7,3,0,0,0,0,0,9,1,1
Unvalidated,2021501018575,2021,501018575,3,3,1,1,21,5,3,0,0,0,0,0,9,1,4
Unvalidated,2021501018578,2021,501018578,2,1,1,1,18,4,3,0,0,0,0,0,3,3,8
Unvalidated,2021501018585,2021,501018585,2,1,2,2,37,7,2,0,0,1,0,0,9,2,2
Unvalidated,2021501018585,2021,501018585,2,2,2,2,13,3,3,0,0,2,0,0,9,2,2
Unvalidated,2021501018587,2021,501018587,2,1,1,2,46,8,3,0,0,0,0,0,9,3,5
Unvalidated,2021501018598,2021,501018598,1,1,3,2,62,9,3,5,1,0,0,0,0,1,7
Unvalidated,2021501018603,2021,501018603,1,1,3,1,21,5,2,9,6,0,0,1,0,3,5
Unvalidated,2021501018605,2021,501018605,1,1,1,1,24,5,2,0,0,0,0,0,9,1,3
Unvalidated,2021501018605,2021,501018605,1,2,2,1,-1,-1,3,0,0,1,0,0,9,1,3
Unvalidated,2021501018615,2021,501018615,1,1,1,2,24,5,3,0,0,0,0,0,9,1,4
Unvalidated,2021501018617,2021,501018617,1,1,3,2,1,1,3,10,1,0,0,0,0,1,6
Unvalidated,2021501018626,2021,501018626,1,1,3,1,21,5,3,9,5,0,0,0,0,1,10
Unvalidated,2021501018641,2021,501018641,1,1,1,1,74,10,3,0,0,0,0,0,9,1,5
Unvalidated,2021501018652,2021,501018652,1,1,1,2,34,6,3,0,0,0,0,0,9,1,2
Unvalidated,2021501018713,2021,501018713,1,3,2,1,9,2,3,0,0,2,0,0,9,1,2
Unvalidated,2021501018713,2021,501018713,2,1,1,1,59,9,2,0,0,0,0,0,9,1,6
Unvalidated,2021501018713,2021,501018713,2,2,2,2,57,9,2,0,0,1,0,0,9,1,6
Unvalidated,2021501018801,2021,501018801,2,1,1,1,25,5,3,0,0,0,0,0,90,1,4
Unvalidated,2021501018861,2021,501018861,2,1,1,2,63,9,3,0,0,0,0,0,9,2,5
