status,accident_index,accident_year,accident_reference,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
Unvalidated,2021101048213,2021,101048213,1,2,2,1,50,8,3,0,0,1,0,0,9,-1,-1
Unvalidated,2021101048213,2021,101048213,2,3,1,2,28,6,3,0,0,0,0,0,9,1,3
Unvalidated,2021101048230,2021,101048230,1,1,3,1,27,6,3,5,1,0,0,0,0,-1,-1
Unvalidated,2021101048287,2021,101048287,1,1,1,1,30,6,3,0,0,0,0,0,9,1,1
Unvalidated,2021101048287,2021,101048287,1,3,2,1,30,6,3,0,0,2,0,0,9,1,2
Unvalidated,2021101048287,2021,101048287,2,2,1,1,64,9,3,0,0,0,0,0,9,1,2
Unvalidated,2021101048324,2021,101048324,1,1,3,2,12,3,3,1,1,0,0,0,0,1,2
Unvalidated,2021101048332,2021,101048332,1,1,3,2,12,3,3,5,2,0,0,0,0,1,1
Unvalidated,2021101048421,2021,101048421,1,1,3,2,11,3,3,5,3,0,0,0,0,1,3
Unvalidated,2021101048462,2021,101048462,1,1,1,1,25,5,3,0,0,0,0,0,1,-1,-1
Unvalidated,2021101048512,2021,101048512,1,1,3,2,21,5,2,1,3,0,0,0,0,1,3
Unvalidated,2021101048620,2021,101048620,2,1,1,1,37,7,3,0,0,0,0,0,9,1,3
Unvalidated,2021101048633,2021,101048633,1,1,1,2,61,9,3,0,0,0,0,0,9,1,5
Unvalidated,2021101048633,2021,101048633,2,2,1,1,54,8,3,0,0,0,0,0,9,1,9
Unvalidated,2021101048659,2021,101048659,1,1,1,1,22,5,3,0,0,0,0,0,9,3,7
Unvalidated,2021101048673,2021,101048673,2,1,2,2,25,5,3,0,0,1,0,0,9,1,3
Unvalidated,2021101048675,2021,101048675,1,1,3,1,18,4,2,1,3,0,0,0,0,2,9
Unvalidated,2021101048703,2021,101048703,2,2,1,2,36,7,3,0,0,0,0,0,9,1,10
Unvalidated,2021101048721,2021,101048721,2,1,1,1,38,7,2,0,0,0,0,0,1,3,5
Unvalidated,2021101048758,2021,101048758,1,1,1,1,62,9,2,0,0,0,0,0,5,3,5
Unvalidated,2021101048878,2021,101048878,1,1,3,1,6,2,2,6,9,0,0,-1,0,-1,-1
Unvalidated,2021101048900,2021,101048900,1,1,3,2,57,9,3,1,3,0,0,0,0,1,1
Unvalidated,2021101048926,2021,101048926,2,1,1,2,23,5,3,0,0,0,0,0,9,1,1
Unvalidated,2021101048948,2021,101048948,2,1,2,2,6,2,3,0,0,1,0,0,9,1,2
Unvalidated,2021101049023,2021,101049023,1,1,3,1,29,6,3,9,6,0,0,0,0,1,3
Unvalidated,2021101049049,2021,101049049,1,1,1,2,29,6,3,0,0,0,0,0,9,1,9
Unvalidated,2021101049071,2021,101049071,2,1,1,1,32,6,2,0,0,0,0,0,3,1,5
Unvalidated,2021101049093,2021,101049093,1,1,1,2,72,10,2,0,0,0,0,0,9,-1,-1
Unvalidated,2021101049166,2021,101049166,2,1,1,1,71,10,3,0,0,0,0,0,9,2,5
Unvalidated,2021101049188,2021,101049188,2,1,1,1,17,4,3,0,0,0,0,0,3,1,1
Unvalidated,2021101049214,2021,101049214,1,1,1,1,12,3,3,0,0,0,0,0,1,1,1
Unvalidated,2021101049424,2021,101049424,2,1,1,2,62,9,3,0,0,0,0,0,9,3,5
Unvalidated,2021221052762,2021,221052762,2,1,2,2,47,8,3,0,0,1,0,0,9,1,6
Unvalidated,2021221052919,2021,221052919,2,1,2,2,24,5,3,0,0,2,0,0,8,1,3
Unvalidated,2021221052919,2021,221052919,2,2,2,2,23,5,3,0,0,2,0,0,8,-1,-1
Unvalidated,2021221052939,2021,221052939,1,1,1,1,51,8,2,0,0,0,0,0,19,1,9
Unvalidated,2021221052943,2021,221052943,2,1,1,2,28,6,3,0,0,0,0,0,9,1,7
Unvalidated,2021221053033,2021,221053033,1,1,1,2,71,10,3,0,0,0,0,0,9,1,2
Unvalidated,2021221053090,2021,221053090,1,1,3,1,43,7,2,5,3,0,0,0,0,1,2
Unvalidated,2021221053262,2021,221053262,2,1,1,1,62,9,3,0,0,0,0,0,9,1,2
Unvalidated,2021221053274,2021,221053274,1,1,1,1,56,9,2,0,0,0,0,0,5,1,5
Unvalidated,2021221053292,2021,221053292,2,1,1,1,68,10,3,0,0,0,0,0,9,1,3
Unvalidated,2021221053324,2021,221053324,1,1,2,1,19,4,3,0,0,1,0,0,9,1,7
Unvalidated,2021221053371,2021,221053371,2,1,1,2,62,9,3,0,0,0,0,0,9,1,6
Unvalidated,2021221053386,2021,221053386,1,1,1,1,17,4,2,0,0,0,0,0,3,3,7
Unvalidated,2021221053397,2021,221053397,1,1,1,1,72,10,2,0,0,0,0,0,3,2,7
Unvalidated,2021221053430,2021,221053430,2,1,1,1,44,7,3,0,0,0,0,0,5,1,8
Unvalidated,2021221053444,2021,221053444,1,2,2,1,3,1,3,0,0,2,0,0,9,-1,-1
Unvalidated,2021221053444,2021,221053444,2,3,3,2,28,6,3,9,9,0,0,0,0,1,8
Unvalidated,2021221053453,2021,221053453,2,1,1,1,17,4,3,0,0,0,0,0,3,2,8
Unvalidated,2021221053468,2021,221053468,1,1,1,1,12,3,3,0,0,0,0,0,1,1,5
Unvalidated,2021221053492,2021,221053492,2,1,1,1,33,6,3,0,0,0,0,0,1,1,6
Unvalidated,2021221053530,2021,221053530,2,1,1,1,21,5,2,0,0,0,0,0,1,1,3
Unvalidated,2021221053560,2021,221053560,1,1,1,2,56,9,2,0,0,0,0,0,9,1,1
Unvalidated,2021221053560,2021,221053560,2,2,1,1,66,10,1,0,0,0,0,0,19,3,5
Unvalidated,2021221053560,2021,221053560,2,3,2,1,65,9,3,0,0,0,0,0,19,3,5
Unvalidated,2021221053569,2021,221053569,2,1,1,1,78,11,3,0,0,0,0,0,23,1,4
Unvalidated,2021221053631,2021,221053631,1,1,1,1,29,6,3,0,0,0,0,0,9,2,5
Unvalidated,2021221053631,2021,221053631,1,2,3,1,17,4,3,10,9,0,0,0,0,2,4
Unvalidated,2021221053771,2021,221053771,1,1,1,2,29,6,3,0,0,0,0,0,9,3,8
Unvalidated,2021221053779,2021,221053779,1,1,1,2,30,6,2,0,0,0,0,0,9,1,4
Unvalidated,2021221053779,2021,221053779,2,2,1,1,54,8,3,0,0,0,0,0,9,1,10
Unvalidated,2021221053928,2021,221053928,1,1,1,1,42,7,3,0,0,0,0,0,9,-1,-1
Unvalidated,2021221053928,2021,221053928,1,3,2,2,36,7,2,0,0,1,0,0,9,1,2
Unvalidated,2021221053928,2021,221053928,2,2,1,2,62,9,3,0,0,0,0,0,9,3,6
Unvalidated,2021221054026,2021,221054026,2,1,1,2,23,5,3,0,0,0,0,0,9,-1,-1
Unvalidated,2021221054080,2021,221054080,1,1,1,2,56,9,3,0,0,0,0,0,9,3,5
Unvalidated,2021221054080,2021,221054080,1,2,2,2,81,11,3,0,0,1,0,0,9,3,4
Unvalidated,2021221054081,2021,221054081,1,1,1,1,40,7,3,0,0,0,0,0,9,1,2
Unvalidated,2021221054089,2021,221054089,2,1,1,1,61,9,3,0,0,0,0,0,1,3,6
Unvalidated,2021221054132,2021,221054132,1,1,1,1,41,7,3,0,0,0,0,0,9,3,8
Unvalidated,2021221054132,2021,221054132,2,2,1,1,41,7,3,0,0,0,0,0,19,1,2
Unvalidated,2021221054268,2021,221054268,2,1,1,1,54,8,3,0,0,0,0,0,1,1,8
Unvalidated,2021221054324,2021,221054324,2,1,1,2,59,9,2,0,0,0,0,0,5,2,8
Unvalidated,2021221054418,2021,221054418,1,1,1,1,81,11,2,0,0,0,0,0,9,1,8
Unvalidated,2021221054418,2021,221054418,2,2,1,2,25,5,2,0,0,0,0,0,9,1,2
Unvalidated,2021221054510,2021,221054510,2,1,1,2,31,6,3,0,0,0,0,0,9,1,10
Unvalidated,2021221054511,2021,221054511,1,1,1,1,46,8,2,0,0,0,0,0,5,-1,-1
Unvalidated,2021221054516,2021,221054516,1,1,1,1,30,6,3,0,0,0,0,0,9,2,5
Unvalidated,2021221054529,2021,221054529,2,1,1,1,75,10,3,0,0,0,0,0,9,3,5
Unvalidated,2021010293329,2021,010293329,1,1,2,2,46,8,3,0,0,2,0,0,8,1,2
Unvalidated,2021010293338,2021,010293338,1,1,1,1,38,7,3,0,0,0,0,0,9,1,9
Unvalidated,2021010293342,2021,010293342,2,1,1,1,25,5,3,0,0,0,0,0,3,1,3
Unvalidated,2021010293346,2021,010293346,2,1,2,2,41,7,3,0,0,2,0,0,8,1,4
Unvalidated,2021010293350,2021,010293350,2,1,1,1,12,3,2,0,0,0,0,0,1,1,6
Unvalidated,2021010293354,2021,010293354,2,1,1,1,15,3,3,0,0,0,0,0,90,3,8
Unvalidated,2021010293357,2021,010293357,1,1,1,1,18,4,3,0,0,0,0,0,90,1,5
Unvalidated,2021010293359,2021,010293359,1,1,1,1,44,7,3,0,0,0,0,0,1,1,6
Unvalidated,2021010293361,2021,010293361,1,1,1,1,87,11,3,0,0,0,0,0,9,1,3
Unvalidated,2021010293362,2021,010293362,1,1,1,1,14,3,3,0,0,0,0,0,90,1,3
Unvalidated,2021010293364,2021,010293364,1,1,1,1,49,8,3,0,0,0,0,0,9,1,3
Unvalidated,2021010293364,2021,010293364,1,2,2,-1,-1,-1,3,0,0,2,0,0,9,-1,-1
Unvalidated,2021010293367,2021,010293367,1,1,3,2,56,9,2,1,3,0,0,0,0,1,3
Unvalidated,2021010293369,2021,010293369,1,1,1,1,22,5,3,0,0,0,0,0,9,1,3
Unvalidated,2021010293377,2021,010293377,1,1,1,1,46,8,3,0,0,0,0,0,1,3,8
Unvalidated,2021010293379,2021,010293379,1,1,1,1,27,6,3,0,0,0,0,0,3,1,2
Unvalidated,2021010293384,2021,010293384,2,1,1,1,23,5,3,0,0,0,0,0,1,1,4
Unvalidated,2021010293398,2021,010293398,2,1,1,1,37,7,3,0,0,0,0,0,9,-1,-1
Unvalidated,2021010293398,2021,010293398,2,2,2,2,33,6,3,0,0,1,0,0,9,1,7
Unvalidated,2021010293398,2021,010293398,2,3,2,2,9,2,3,0,0,2,0,0,9,1,7
Unvalidated,2021010293398,2021,010293398,2,4,2,2,5,1,3,0,0,2,0,0,9,1,7
Unvalidated,2021010293398,2021,010293398,2,5,2,2,2,1,3,0,0,2,0,0,9,1,7
Unvalidated,2021010293399,2021,010293399,2,1,1,1,29,6,3,0,0,0,0,0,1,1,5
Unvalidated,2021010293408,2021,010293408,2,1,1,1,51,8,3,0,0,0,0,0,1,1,6
Unvalidated,2021010293414,2021,010293414,1,1,1,1,41,7,3,0,0,0,0,0,3,1,3
Unvalidated,2021010293416,2021,010293416,1,1,1,2,29,6,3,0,0,0,0,0,9,1,1
Unvalidated,2021010293416,2021,010293416,1,2,2,2,30,6,3,0,0,1,0,0,9,1,2
Unvalidated,2021010293417,2021,010293417,1,1,2,-1,-1,-1,3,0,0,1,0,0,9,1,4
Unvalidated,2021010293418,2021,010293418,1,1,3,2,30,6,3,1,3,0,0,0,0,1,1
Unvalidated,2021010293422,2021,010293422,2,1,1,1,28,6,3,0,0,0,0,0,19,1,5
Unvalidated,2021010293423,2021,010293423,1,1,1,1,69,10,3,0,0,0,0,0,9,1,7
Unvalidated,2021010293424,2021,010293424,2,1,1,1,40,7,3,0,0,0,0,0,1,1,6
Unvalidated,2021010293426,2021,010293426,1,1,1,1,25,5,3,0,0,0,0,0,9,1,4
Unvalidated,2021010293426,2021,010293426,2,2,1,1,53,8,3,0,0,0,0,0,9,1,10
Unvalidated,2021010293428,2021,010293428,2,1,1,1,21,5,2,0,0,0,0,0,3,1,3
Unvalidated,2021010293430,2021,010293430,1,1,1,2,21,5,3,0,0,0,0,0,3,1,5
Unvalidated,2021010293431,2021,010293431,2,1,3,1,41,7,3,5,1,0,0,0,0,1,4
Unvalidated,2021010293433,2021,010293433,1,1,2,1,46,8,3,0,0,0,3,0,11,1,8
Unvalidated,2021010293441,2021,010293441,1,1,1,1,27,6,3,0,0,0,0,0,9,1,5
Unvalidated,2021010293443,2021,010293443,1,1,3,2,37,7,3,1,1,0,0,0,0,1,4
Unvalidated,2021010293445,2021,010293445,2,1,1,1,35,6,3,0,0,0,0,0,3,1,2
Unvalidated,2021010293446,2021,010293446,2,1,1,1,21,5,3,0,0,0,0,0,1,1,3
Unvalidated,2021010293447,2021,010293447,2,1,1,2,23,5,3,0,0,0,0,0,9,1,2
Unvalidated,2021010293447,2021,010293447,3,2,1,2,28,6,3,0,0,0,0,0,9,1,2
Unvalidated,2021010293448,2021,010293448,2,1,1,1,36,7,3,0,0,0,0,0,3,-1,-1
Unvalidated,2021010293449,2021,010293449,2,1,1,1,31,6,3,0,0,0,0,0,3,1,4
Unvalidated,2021010293452,2021,010293452,1,1,3,2,49,8,3,5,1,0,0,0,0,1,6
Unvalidated,2021010293454,2021,010293454,1,1,1,1,17,4,3,0,0,0,0,0,1,1,4
Unvalidated,2021010296091,2021,010296091,1,1,2,1,3,1,3,0,0,2,0,0,9,1,6
Unvalidated,2021010296093,2021,010296093,1,1,1,2,29,6,3,0,0,0,0,0,9,1,2
Unvalidated,2021010296097,2021,010296097,1,1,1,1,30,6,3,0,0,0,0,0,3,1,4
Unvalidated,2021010296098,2021,010296098,1,1,3,1,32,6,3,5,1,0,0,0,0,1,2
Unvalidated,2021010296099,2021,010296099,1,1,1,1,33,6,2,0,0,0,0,0,90,1,4
Unvalidated,2021010296100,2021,010296100,1,1,1,1,24,5,3,0,0,0,0,0,9,1,3
Unvalidated,2021010296100,2021,010296100,2,2,1,1,25,5,3,0,0,0,0,0,9,1,4
Unvalidated,2021010296101,2021,010296101,2,1,1,2,-1,-1,3,0,0,0,0,0,1,-1,-1
Unvalidated,2021010296102,2021,010296102,2,1,1,1,49,8,3,0,0,0,0,0,1,1,6
Unvalidated,2021010296104,2021,010296104,2,1,1,2,52,8,3,0,0,0,0,0,9,1,3
Unvalidated,2021010296108,2021,010296108,1,1,1,1,34,6,3,0,0,0,0,0,9,1,5
Unvalidated,2021010296109,2021,010296109,1,1,2,2,48,8,3,0,0,0,3,0,11,1,4
Unvalidated,2021010296111,2021,010296111,2,1,1,2,51,8,3,0,0,0,0,0,9,1,3
Unvalidated,2021010296111,2021,010296111,2,2,2,2,2,1,3,0,0,2,0,0,9,1,3
Unvalidated,2021010296111,2021,010296111,2,3,2,1,55,8,3,0,0,1,0,0,9,1,3
Unvalidated,2021010296113,2021,010296113,1,1,1,1,53,8,3,0,0,0,0,0,3,1,5
Unvalidated,2021010296114,2021,010296114,2,1,1,1,32,6,3,0,0,0,0,0,1,1,9
Unvalidated,2021010296115,2021,010296115,2,1,1,1,23,5,3,0,0,0,0,0,3,-1,-1
Unvalidated,2021010296117,2021,010296117,1,1,1,1,39,7,3,0,0,0,0,0,1,1,3
Unvalidated,2021010296118,2021,010296118,1,1,1,1,29,6,3,0,0,0,0,0,9,1,6
Unvalidated,2021010296118,2021,010296118,1,2,2,2,-1,-1,3,0,0,1,0,0,9,1,6
Unvalidated,2021010296122,2021,010296122,1,1,1,1,19,4,3,0,0,0,0,0,3,1,2
Unvalidated,2021010296123,2021,010296123,1,1,3,2,42,7,3,1,9,0,0,0,0,1,6
Unvalidated,2021010296127,2021,010296127,2,1,1,1,34,6,3,0,0,0,0,0,3,-1,-1
Unvalidated,2021010296128,2021,010296128,1,1,1,1,31,6,3,0,0,0,0,0,9,1,6
Unvalidated,2021010296130,2021,010296130,1,1,1,1,28,6,3,0,0,0,0,0,9,1,2
Unvalidated,2021010296130,2021,010296130,2,2,1,1,39,7,3,0,0,0,0,0,9,1,10
Unvalidated,2021010296131,2021,010296131,2,1,1,1,21,5,3,0,0,0,0,0,3,1,9
Unvalidated,2021010296133,2021,010296133,1,1,1,1,26,6,3,0,0,0,0,0,3,1,2
Unvalidated,2021010296134,2021,010296134,1,1,1,1,23,5,3,0,0,0,0,0,9,1,2
Unvalidated,2021010296136,2021,010296136,1,1,1,2,35,6,3,0,0,0,0,0,9,-1,-1
Unvalidated,2021010296137,2021,010296137,1,1,3,2,32,6,3,5,1,0,0,0,0,1,3
Unvalidated,2021010296138,2021,010296138,1,1,1,2,20,4,2,0,0,0,0,0,9,1,3
Unvalidated,2021010296140,2021,010296140,1,1,3,1,28,6,3,6,9,0,0,0,0,1,8
Unvalidated,2021010296141,2021,010296141,1,1,1,1,47,8,3,0,0,0,0,0,9,1,7
Unvalidated,2021010296142,2021,010296142,1,1,1,1,32,6,3,0,0,0,0,0,1,1,1
Unvalidated,2021010296143,2021,010296143,1,1,1,1,35,6,3,0,0,0,0,0,3,1,5
Unvalidated,2021010296144,2021,010296144,1,1,2,1,43,7,3,0,0,1,0,0,9,1,7
Unvalidated,2021010296144,2021,010296144,1,2,2,1,14,3,3,0,0,2,0,0,9,1,7
Unvalidated,2021010296144,2021,010296144,1,3,2,2,10,2,3,0,0,2,0,0,9,1,7
Unvalidated,2021010296144,2021,010296144,1,4,2,1,8,2,3,0,0,2,0,0,9,1,7
Unvalidated,2021010296144,2021,010296144,1,5,2,2,6,2,3,0,0,2,0,0,9,1,7
Unvalidated,2021010296144,2021,010296144,1,6,2,1,4,1,3,0,0,2,0,0,9,1,7
Unvalidated,2021010296146,2021,010296146,1,1,1,1,53,8,3,0,0,0,0,0,19,1,9
Unvalidated,2021010296146,2021,010296146,2,2,1,1,50,8,3,0,0,0,0,0,19,1,9
Unvalidated,2021010296146,2021,010296146,3,3,1,1,27,6,3,0,0,0,0,0,21,1,8
Unvalidated,2021010296148,2021,010296148,1,1,1,1,33,6,3,0,0,0,0,0,1,1,4
Unvalidated,2021010296150,2021,010296150,1,1,1,2,20,4,2,0,0,0,0,0,9,1,3
Unvalidated,2021041041183,2021,041041183,2,1,1,2,51,8,2,0,0,0,0,0,9,3,6
Unvalidated,2021041041188,2021,041041188,1,1,1,1,31,6,3,0,0,0,0,0,9,1,1
Unvalidated,2021041041223,2021,041041223,1,1,2,1,23,5,2,0,0,1,0,0,9,1,2
Unvalidated,2021041041238,2021,041041238,2,1,1,1,18,4,3,0,0,0,0,0,97,1,9
Unvalidated,2021041041305,2021,041041305,1,1,1,2,33,6,3,0,0,0,0,0,9,2,2
Unvalidated,2021041041313,2021,041041313,2,1,1,2,26,6,3,0,0,0,0,0,1,1,1
Unvalidated,2021041041319,2021,041041319,1,1,3,1,42,7,3,10,4,0,0,0,0,1,2
Unvalidated,2021041041322,2021,041041322,1,2,2,2,65,9,3,0,0,1,0,0,9,1,5
Unvalidated,2021041041322,2021,041041322,2,1,1,1,74,10,3,0,0,0,0,0,9,1,5
Unvalidated,2021041041336,2021,041041336,1,1,1,1,23,5,3,0,0,0,0,0,9,1,1
Unvalidated,2021041041337,2021,041041337,2,3,1,1,58,9,3,0,0,0,0,0,98,1,4
Unvalidated,2021041041337,2021,041041337,3,1,1,2,46,8,3,0,0,0,0,0,9,1,1
Unvalidated,2021041041337,2021,041041337,3,2,2,1,36,7,3,0,0,1,0,0,9,1,1
Unvalidated,2021041041378,2021,041041378,1,1,3,1,11,3,2,6,5,0,0,0,0,1,1
Unvalidated,2021041041387,2021,041041387,1,1,1,2,78,11,3,0,0,0,0,0,9,1,4
Unvalidated,2021041041387,2021,041041387,1,2,2,2,10,2,3,0,0,2,0,0,9,1,4
Unvalidated,2021041041389,2021,041041389,2,2,1,1,34,6,2,0,0,0,0,0,1,1,2
Unvalidated,2021041041440,2021,041041440,2,1,1,1,37,7,3,0,0,0,0,0,9,1,6
Unvalidated,2021041041488,2021,041041488,1,1,3,1,51,8,2,10,9,0,0,2,0,-1,-1
Unvalidated,2021041041492,2021,041041492,1,1,1,1,33,6,3,0,0,0,0,0,9,1,3
Unvalidated,2021041041492,2021,041041492,2,2,1,1,38,7,2,0,0,0,0,0,9,1,1
Unvalidated,2021041041503,2021,041041503,1,1,3,1,12,3,3,1,1,0,0,0,0,1,4
Unvalidated,2021041041504,2021,041041504,1,1,3,1,13,3,2,8,7,0,0,0,0,-1,-1
Unvalidated,2021041041506,2021,041041506,2,1,1,2,38,7,3,0,0,0,0,0,9,1,2
Unvalidated,2021041041556,2021,041041556,1,1,3,1,80,11,2,8,9,0,0,2,0,1,4
Unvalidated,2021041041903,2021,041041903,1,1,3,1,16,4,3,8,3,0,0,0,0,1,4
Unvalidated,2021041041912,2021,041041912,2,1,1,1,59,9,3,0,0,0,0,0,9,1,3
Unvalidated,2021041041936,2021,041041936,1,1,3,1,85,11,2,5,1,0,0,0,0,1,8
Unvalidated,2021041041936,2021,041041936,1,2,3,1,79,11,3,5,1,0,0,0,0,1,8
Unvalidated,2021041041938,2021,041041938,1,1,1,2,50,8,3,0,0,0,0,0,9,1,5
Unvalidated,2021041041938,2021,041041938,1,2,2,2,22,5,3,0,0,1,0,0,9,1,4
Unvalidated,2021041041943,2021,041041943,2,1,1,2,36,7,3,0,0,0,0,0,1,3,6
Unvalidated,2021041041952,2021,041041952,1,3,2,2,21,5,2,0,0,2,0,0,9,3,9
Unvalidated,2021041041952,2021,041041952,2,1,1,1,18,4,3,0,0,0,0,0,9,3,9
Unvalidated,2021041041952,2021,041041952,2,2,2,1,13,3,3,0,0,1,0,0,9,3,9
Unvalidated,2021041041953,2021,041041953,1,1,1,1,49,8,2,0,0,0,0,0,9,1,2
Unvalidated,2021041042095,2021,041042095,1,1,1,1,22,5,3,0,0,0,0,0,9,1,1
Unvalidated,2021041042095,2021,041042095,2,2,1,1,37,7,3,0,0,0,0,0,9,1,1
Unvalidated,2021041042101,2021,041042101,2,1,2,2,5,1,3,0,0,2,0,0,9,1,9
Unvalidated,2021041042114,2021,041042114,2,1,1,2,57,9,3,0,0,0,0,0,9,1,1
Unvalidated,2021041042203,2021,041042203,2,1,1,1,45,7,3,0,0,0,0,0,9,1,2
Unvalidated,2021041042287,2021,041042287,1,1,3,2,29,6,2,10,5,0,0,0,0,1,2
Unvalidated,2021041042290,2021,041042290,1,1,3,2,13,3,3,1,1,0,0,0,0,1,4
Unvalidated,2021041042296,2021,041042296,1,1,3,1,27,6,2,5,1,0,0,1,0,1,3
Unvalidated,2021041042299,2021,041042299,1,1,1,1,19,4,2,0,0,0,0,0,97,1,1
Unvalidated,2021041042302,2021,041042302,2,1,1,2,50,8,2,0,0,0,0,0,9,1,7
Unvalidated,2021041042348,2021,041042348,1,1,1,2,7,2,3,0,0,0,0,0,1,1,1
Unvalidated,2021041042472,2021,041042472,2,2,1,2,63,9,3,0,0,0,0,0,9,1,9
Unvalidated,2021161026327,2021,161026327,1,1,1,2,28,6,3,0,0,0,0,0,9,1,7
Unvalidated,2021161026327,2021,161026327,2,2,1,2,47,8,3,0,0,0,0,0,9,2,7
Unvalidated,2021161026357,2021,161026357,1,1,1,1,63,9,3,0,0,0,0,0,9,1,6
Unvalidated,2021161026358,2021,161026358,1,1,1,1,74,10,3,0,0,0,0,0,9,3,7
Unvalidated,2021161026386,2021,161026386,1,1,1,1,36,7,3,0,0,0,0,0,9,1,8
Unvalidated,2021161026390,2021,161026390,1,1,1,1,44,7,3,0,0,0,0,0,3,1,3
Unvalidated,2021161026425,2021,161026425,1,1,2,2,-1,-1,3,0,0,0,2,0,11,-1,-1
Unvalidated,2021161026462,2021,161026462,1,1,1,2,39,7,3,0,0,0,0,0,9,2,7
Unvalidated,2021161026466,2021,161026466,1,1,1,1,44,7,3,0,0,0,0,0,1,1,3
Unvalidated,2021161026484,2021,161026484,1,1,1,2,30,6,3,0,0,0,0,0,9,1,2
Unvalidated,2021161026493,2021,161026493,1,1,1,2,-1,-1,3,0,0,0,0,0,9,1,3
Unvalidated,2021161026509,2021,161026509,1,1,1,1,40,7,3,0,0,0,0,0,9,1,7
Unvalidated,2021161026518,2021,161026518,1,1,1,2,22,5,3,0,0,0,0,0,9,1,1
Unvalidated,2021161026518,2021,161026518,1,2,2,1,50,8,3,0,0,1,0,0,9,1,1
Unvalidated,2021161026592,2021,161026592,1,1,3,1,49,8,2,1,1,0,0,0,0,1,1
Unvalidated,2021161026826,2021,161026826,1,1,1,2,22,5,3,0,0,0,0,0,1,1,3
Unvalidated,2021161026846,2021,161026846,1,1,1,1,46,8,3,0,0,0,0,0,1,1,9
Unvalidated,2021161026873,2021,161026873,1,1,1,2,22,5,3,0,0,0,0,0,9,1,4
Unvalidated,2021161026891,2021,161026891,2,1,1,1,-1,-1,3,0,0,0,0,0,97,-1,-1
Unvalidated,2021161027085,2021,161027085,1,1,1,1,35,6,3,0,0,0,0,0,9,1,1
Unvalidated,2021161027085,2021,161027085,2,2,1,1,77,11,2,0,0,0,0,0,9,2,7
Unvalidated,2021161027215,2021,161027215,1,1,3,1,8,2,2,10,9,0,0,0,0,1,4
Unvalidated,2021161027334,2021,161027334,1,1,1,2,41,7,3,0,0,0,0,0,9,3,10
Unvalidated,2021161027334,2021,161027334,2,2,1,2,39,7,3,0,0,0,0,0,9,3,6
Unvalidated,2021161027513,2021,161027513,2,1,1,2,47,8,2,0,0,0,0,0,1,1,4
Unvalidated,2021161027589,2021,161027589,1,1,2,2,25,5,3,0,0,1,0,0,9,1,4
Unvalidated,2021161027806,2021,161027806,1,1,1,2,20,4,3,0,0,0,0,0,9,1,1
Unvalidated,2021161027807,2021,161027807,2,1,1,1,11,3,3,0,0,0,0,0,1,2,8
Unvalidated,2021161027822,2021,161027822,2,1,1,1,27,6,2,0,0,0,0,0,3,1,2
Unvalidated,2021161027834,2021,161027834,1,1,1,1,22,5,3,0,0,0,0,0,9,2,10
Unvalidated,2021161027834,2021,161027834,2,2,1,1,21,5,3,0,0,0,0,0,5,2,9
Unvalidated,2021161027933,2021,161027933,1,1,1,1,13,3,3,0,0,0,0,0,1,1,2
Unvalidated,2021161027934,2021,161027934,1,1,1,2,65,9,3,0,0,0,0,0,9,3,10
Unvalidated,2021161027961,2021,161027961,1,1,1,1,-1,-1,3,0,0,0,0,0,9,-1,-1
Unvalidated,2021161028015,2021,161028015,1,1,1,1,17,4,2,0,0,0,0,0,3,2,3
Unvalidated,2021161028015,2021,161028015,2,2,2,2,20,4,2,0,0,1,0,0,9,1,10
Unvalidated,2021161028015,2021,161028015,3,3,1,1,52,8,3,0,0,0,0,0,9,1,7
Unvalidated,2021161028016,2021,161028016,2,1,1,1,24,5,2,0,0,0,0,0,3,1,1
Unvalidated,2021161028033,2021,161028033,1,1,2,2,31,6,3,0,0,2,0,0,9,1,1
Unvalidated,2021161028059,2021,161028059,2,1,1,1,28,6,3,0,0,0,0,0,1,1,8
Unvalidated,2021161028219,2021,161028219,2,1,1,1,15,3,3,0,0,0,0,0,1,1,6
Unvalidated,2021161028250,2021,161028250,1,1,2,2,-1,-1,3,0,0,0,4,0,11,-1,-1
Unvalidated,2021161028258,2021,161028258,2,1,1,1,25,5,3,0,0,0,0,0,1,1,1
Unvalidated,2021161028272,2021,161028272,2,1,1,2,26,6,3,0,0,0,0,0,9,1,5
Unvalidated,2021161028314,2021,161028314,2,1,3,2,54,8,2,10,9,0,0,0,0,2,5
Unvalidated,2021161028335,2021,161028335,2,1,2,2,25,5,3,0,0,1,0,0,9,1,1
Unvalidated,2021161028394,2021,161028394,1,1,1,2,30,6,3,0,0,0,0,0,9,1,1
Unvalidated,2021161028500,2021,161028500,2,1,3,1,54,8,3,5,1,0,0,0,0,1,3
Unvalidated,2021010308593,2021,010308593,1,1,3,1,62,9,3,1,1,0,0,0,0,1,3
Unvalidated,2021010308598,2021,010308598,1,1,3,1,46,8,3,5,2,0,0,0,0,1,9
Unvalidated,2021010308600,2021,010308600,1,1,1,2,51,8,3,0,0,0,0,0,9,1,1
